F,0.472,0.658,0.913,1.262,1.796,2.748,5.186,octile,pwv,Tsys
116.700,247.219,248.354,249.710,251.922,255.009,260.585,275.416,7,5.186,275.416
116.800,269.736,270.928,272.340,274.664,277.895,283.728,299.260,7,5.186,299.260
116.900,296.587,297.843,299.657,301.779,305.179,311.663,328.038,7,5.186,328.038
117.000,329.365,330.701,332.635,334.879,338.862,345.380,362.765,7,5.186,362.765
117.100,370.214,371.651,373.320,376.135,379.996,386.973,406.051,7,5.186,406.051
117.200,421.147,422.707,424.505,427.569,431.748,439.299,459.995,7,5.186,459.995
117.300,486.388,487.566,490.067,493.451,498.034,506.321,529.086,7,5.186,529.086
117.400,571.411,573.337,576.149,579.300,584.412,594.315,619.103,7,5.186,619.103
117.500,686.398,688.603,691.834,695.411,701.232,712.555,740.840,7,5.186,740.840
117.600,846.410,849.000,851.854,856.978,863.784,877.084,910.220,7,5.186,910.220
117.700,1077.910,1081.057,1084.483,1090.728,1098.955,1115.103,1155.241,7,5.186,1155.241
117.800,1429.311,1433.299,1439.208,1445.529,1457.545,1476.365,1528.815,7,5.186,1528.815
117.900,2000.605,2005.968,2011.656,2022.344,2036.215,2063.673,2134.011,7,5.186,2134.011
118.000,3003.564,3007.930,3019.475,3034.978,3054.959,3094.676,3192.723,7,5.186,3192.723
118.100,4960.638,4967.422,4985.979,5010.864,5042.742,5106.331,5262.975,7,5.186,5262.975
118.200,9375.809,9398.759,9422.342,9468.365,9527.012,9644.316,9944.193,7,5.186,9944.193
118.300,21653.578,21680.880,21758.952,21863.608,21996.467,22262.846,22943.467,7,5.186,22943.467
118.400,68007.987,68170.314,68413.751,68660.743,69152.450,69981.477,72098.759,7,5.186,72098.759
118.500,358164.652,359014.028,359874.702,361581.255,363737.557,368074.571,379147.113,7,5.186,379147.113
118.600,5064285.414,5076270.092,5094259.412,5112460.117,5148792.368,5210004.135,5366312.211,7,5.186,5366312.211
118.700,1003455719.529,1005827337.907,1008223939.277,1012988841.453,1019004378.341,1031106446.363,1062002352.753,7,5.186,1062002352.753
118.800,1070499884.763,1073029958.214,1076829379.812,1080669943.516,1088343380.301,1101268940.895,1134267177.718,7,5.186,1134267177.718
118.900,5224828.062,5231166.225,5249704.499,5274546.963,5305901.550,5368998.444,5530094.559,7,5.186,5530094.559
119.000,365710.941,366579.404,367881.223,369200.758,371832.462,376267.258,387588.879,7,5.186,387588.879
119.100,69044.764,69129.933,69376.803,69707.714,70126.373,70967.556,73199.906,7,5.186,73199.906
119.200,21935.212,21988.084,22042.107,22148.201,22282.868,22553.023,23269.843,7,5.186,23269.843
119.300,9499.673,9522.992,9557.833,9604.584,9664.176,9783.374,10099.602,7,5.186,10099.602
119.400,5015.433,5028.059,5041.142,5066.357,5104.497,5169.047,5334.111,7,5.186,5334.111
119.500,3033.950,3041.824,3050.088,3065.815,3089.597,3129.934,3236.853,7,5.186,3236.853
119.600,2019.034,2024.477,2032.562,2043.423,2057.540,2085.458,2159.408,7,5.186,2159.408
119.700,1442.835,1446.901,1452.912,1461.004,1471.598,1492.458,1547.682,7,5.186,1547.682
119.800,1087.170,1090.385,1095.118,1100.259,1109.912,1126.411,1170.057,7,5.186,1170.057
119.900,853.914,856.568,859.501,864.747,872.704,886.341,922.400,7,5.186,922.400
120.000,693.877,696.147,698.688,703.162,709.957,721.629,752.470,7,5.186,752.470
120.100,577.200,579.187,582.091,586.007,591.960,602.208,629.274,7,5.186,629.274
120.200,491.495,493.277,495.322,498.823,504.148,513.336,537.595,7,5.186,537.595
120.300,425.245,426.871,429.227,432.415,437.263,445.648,467.768,7,5.186,467.768
120.400,373.950,375.452,377.627,380.567,384.618,392.801,413.258,7,5.186,413.258
120.500,333.175,334.578,336.233,338.977,343.155,350.407,369.933,7,5.186,369.933
120.600,299.786,301.111,303.018,305.605,309.546,316.395,334.814,7,5.186,334.814
120.700,272.737,273.998,275.504,277.959,281.701,288.213,305.712,7,5.186,305.712
120.800,250.050,251.257,252.707,255.054,258.631,264.866,281.602,7,5.186,281.602
120.900,230.763,231.923,233.584,235.839,239.279,245.282,261.375,7,5.186,261.375
121.000,214.596,215.716,217.319,219.497,222.571,228.624,244.170,7,5.186,244.170
121.100,200.635,201.722,203.275,205.384,208.604,214.234,229.306,7,5.186,229.306
121.200,188.579,189.636,191.145,193.196,196.328,201.808,216.467,7,5.186,216.467
121.300,178.172,179.206,180.677,182.474,185.527,191.085,205.166,7,5.186,205.166
121.400,169.017,170.028,171.275,173.229,176.214,181.448,195.430,7,5.186,195.430
121.500,160.784,161.773,163.183,165.099,168.026,173.161,186.872,7,5.186,186.872
121.600,153.715,154.688,155.898,157.778,160.651,165.881,179.157,7,5.186,179.157
121.700,147.179,148.302,149.496,151.345,154.173,159.140,172.388,7,5.186,172.388
121.800,141.595,142.539,143.719,145.542,148.328,153.396,166.277,7,5.186,166.277
121.900,136.411,137.342,138.664,140.464,143.056,148.054,160.947,7,5.186,160.947
122.000,131.731,132.652,133.956,135.734,138.452,143.232,155.968,7,5.186,155.968
122.100,127.508,128.420,129.710,131.468,134.155,138.884,151.480,7,5.186,151.480
122.200,123.701,124.603,125.880,127.621,130.282,134.967,147.438,7,5.186,147.438
122.300,120.270,121.166,122.431,124.156,126.794,131.440,143.805,7,5.186,143.805
122.400,117.054,117.941,119.196,120.905,123.521,128.129,140.389,7,5.186,140.389
122.500,114.160,115.041,116.286,117.983,120.579,125.156,137.324,7,5.186,137.324
122.600,111.562,112.439,113.675,115.233,117.810,122.492,134.586,7,5.186,134.586
122.700,109.119,109.989,111.219,112.768,115.330,119.983,132.003,7,5.186,132.003
122.800,106.811,107.678,108.899,110.565,113.115,117.611,129.561,7,5.186,129.561
122.900,104.753,105.614,106.830,108.488,111.025,115.501,127.394,7,5.186,127.394
123.000,102.812,103.669,104.879,106.529,109.055,113.511,125.346,7,5.186,125.346
123.100,101.099,101.954,103.043,104.686,107.199,111.761,123.552,7,5.186,123.552
123.200,99.516,100.368,101.455,103.091,105.595,110.141,121.891,7,5.186,121.891
123.300,98.187,99.147,100.233,101.865,104.363,108.897,120.619,7,5.186,120.619
123.400,96.822,97.670,98.865,100.492,102.986,107.387,119.067,7,5.186,119.067
123.500,95.229,96.074,97.263,98.775,101.256,105.758,117.399,7,5.186,117.399
123.600,93.894,94.736,95.922,97.540,100.016,104.507,116.120,7,5.186,116.120
123.700,92.903,93.745,94.930,96.546,99.018,103.388,115.104,7,5.186,115.104
123.800,92.070,92.910,93.986,95.599,98.067,102.543,114.244,7,5.186,114.244
123.900,91.635,92.476,93.659,95.165,97.632,102.108,113.810,7,5.186,113.810
124.000,92.514,93.464,94.545,96.164,98.643,103.140,114.895,7,5.186,114.895
124.100,101.140,102.005,103.225,104.888,107.434,112.054,123.995,7,5.186,123.995
124.200,89.894,90.835,91.912,93.524,95.990,100.461,112.150,7,5.186,112.150
124.300,87.682,88.517,89.691,91.293,93.746,98.192,109.816,7,5.186,109.816
124.400,86.446,87.280,88.453,90.051,92.500,96.936,108.412,7,5.186,108.412
124.500,85.436,86.270,87.439,89.035,91.477,95.906,107.478,7,5.186,107.478
124.600,84.636,85.467,86.636,88.231,90.671,95.095,106.655,7,5.186,106.655
124.700,83.905,84.738,85.905,87.499,89.938,94.357,105.906,7,5.186,105.906
124.800,83.233,84.064,85.231,86.823,89.260,93.675,105.213,7,5.186,105.213
124.900,82.709,83.541,84.707,86.299,88.737,93.154,104.692,7,5.186,104.692
125.000,82.152,83.078,84.245,85.838,88.276,92.694,104.234,7,5.186,104.234
125.100,81.875,82.707,83.875,85.469,87.907,92.325,103.867,7,5.186,103.867
125.200,81.698,82.623,83.698,85.291,87.831,92.253,103.810,7,5.186,103.810
125.300,82.550,83.385,84.559,86.160,88.609,93.049,104.644,7,5.186,104.644
125.400,89.516,90.369,91.567,93.202,95.704,100.242,112.099,7,5.186,112.099
125.500,81.411,82.247,83.419,85.019,87.469,91.905,103.492,7,5.186,103.492
125.600,79.857,80.782,81.952,83.547,85.990,90.413,101.964,7,5.186,101.964
125.700,79.042,79.876,81.043,82.637,85.075,89.490,101.133,7,5.186,101.133
125.800,78.395,79.228,80.394,82.080,84.520,88.936,100.467,7,5.186,100.467
125.900,77.916,78.749,79.917,81.510,83.949,88.362,99.995,7,5.186,99.995
126.000,77.482,78.316,79.484,81.079,83.518,87.931,99.567,7,5.186,99.567
126.100,76.992,77.914,79.082,80.678,83.118,87.533,99.171,7,5.186,99.171
126.200,76.612,77.535,78.703,80.300,82.741,87.159,98.798,7,5.186,98.798
126.300,76.252,77.174,78.344,79.940,82.383,86.802,98.444,7,5.186,98.444
126.400,75.906,76.828,77.999,79.597,82.041,86.461,98.105,7,5.186,98.105
126.500,75.661,76.497,77.668,79.267,81.712,86.133,97.781,7,5.186,97.781
126.600,75.341,76.178,77.350,78.949,81.394,85.915,97.469,7,5.186,97.469
126.700,75.032,75.870,77.043,78.642,81.182,85.612,97.277,7,5.186,97.277
126.800,74.734,75.572,76.746,78.435,80.886,85.317,96.986,7,5.186,96.986
126.900,74.445,75.370,76.544,78.149,80.600,85.033,96.704,7,5.186,96.704
127.000,74.251,75.091,76.267,77.871,80.325,84.855,96.542,7,5.186,96.542
127.100,73.978,74.819,75.996,77.601,80.146,84.587,96.277,7,5.186,96.277
127.200,73.714,74.641,75.819,77.427,79.885,84.423,96.130,7,5.186,96.130
127.300,73.545,74.387,75.566,77.175,79.725,84.174,95.884,7,5.186,95.884
127.400,73.300,74.228,75.410,77.021,79.484,83.935,95.755,7,5.186,95.755
127.500,73.143,73.989,75.170,76.782,79.336,83.795,95.523,7,5.186,95.523
127.600,72.904,73.751,74.932,76.633,79.101,83.560,95.399,7,5.186,95.399
127.700,72.774,73.622,74.806,76.421,78.980,83.446,95.194,7,5.186,95.194
127.800,72.547,73.395,74.665,76.283,78.757,83.318,95.083,7,5.186,95.083
127.900,72.430,73.280,74.467,76.086,78.649,83.124,94.999,7,5.186,94.999
128.000,72.362,73.213,74.402,76.022,78.591,83.071,94.961,7,5.186,94.961
128.100,72.790,73.642,74.834,76.457,79.030,83.522,95.440,7,5.186,95.440
128.200,72.201,73.137,74.329,75.956,78.441,83.024,94.945,7,5.186,94.945
128.300,73.266,74.204,75.401,77.032,79.527,84.130,96.106,7,5.186,96.106
128.400,71.999,72.855,74.050,75.680,78.258,82.760,94.702,7,5.186,94.702
128.500,71.513,72.452,73.648,75.280,77.860,82.364,94.310,7,5.186,94.310
128.600,71.335,72.192,73.389,75.022,77.604,82.203,94.059,7,5.186,94.059
128.700,71.115,72.055,73.255,74.889,77.388,81.990,93.954,7,5.186,93.954
128.800,70.994,71.853,73.054,74.775,77.277,81.885,93.866,7,5.186,93.866
128.900,70.801,71.743,72.946,74.585,77.176,81.698,93.683,7,5.186,93.683
129.000,70.696,71.559,72.762,74.487,76.994,81.611,93.612,7,5.186,93.612
129.100,70.596,71.460,72.665,74.307,76.904,81.527,93.546,7,5.186,93.546
129.200,70.421,71.367,72.573,74.218,76.818,81.356,93.484,7,5.186,93.484
129.300,70.329,71.195,72.403,74.133,76.650,81.281,93.320,7,5.186,93.320
129.400,70.240,71.107,72.318,73.967,76.571,81.210,93.265,7,5.186,93.265
129.500,70.076,71.026,72.238,73.890,76.499,81.144,93.216,7,5.186,93.216
129.600,69.991,70.861,72.156,73.811,76.424,80.983,93.164,7,5.186,93.164
129.700,69.911,70.782,71.997,73.736,76.267,80.920,93.117,7,5.186,93.117
129.800,69.835,70.708,71.926,73.584,76.202,80.862,92.972,7,5.186,92.972
129.900,69.677,70.632,71.851,73.512,76.133,80.801,92.927,7,5.186,92.927
130.000,69.603,70.479,71.780,73.444,76.071,80.744,92.887,7,5.186,92.887
130.100,69.532,70.409,71.632,73.380,75.922,80.599,92.850,7,5.186,92.850
130.200,69.463,70.342,71.566,73.233,75.864,80.546,92.815,7,5.186,92.815
130.300,69.316,70.277,71.503,73.173,75.808,80.497,92.782,7,5.186,92.782
130.400,69.252,70.133,71.442,73.114,75.753,80.450,92.751,7,5.186,92.751
130.500,69.189,70.072,71.302,73.059,75.701,80.404,92.619,7,5.186,92.619
130.600,69.130,70.014,71.246,73.005,75.567,80.271,92.595,7,5.186,92.595
130.700,68.995,69.961,71.195,72.874,75.521,80.234,92.573,7,5.186,92.573
130.800,68.950,69.917,71.152,72.834,75.486,80.205,92.562,7,5.186,92.562
130.900,68.956,69.923,71.161,72.845,75.501,80.226,92.601,7,5.186,92.601
131.000,68.918,69.887,71.127,72.814,75.474,80.207,92.597,7,5.186,92.597
131.100,68.787,69.677,70.918,72.689,75.353,80.093,92.503,7,5.186,92.503
131.200,68.641,69.612,70.855,72.629,75.211,80.044,92.470,7,5.186,92.470
131.300,68.584,69.557,70.802,72.496,75.165,79.914,92.448,7,5.186,92.448
131.400,68.532,69.427,70.754,72.451,75.124,79.880,92.432,7,5.186,92.432
131.500,68.485,69.381,70.711,72.410,75.088,79.851,92.419,7,5.186,92.419
131.600,68.434,69.333,70.582,72.366,75.048,79.818,92.300,7,5.186,92.300
131.700,68.388,69.288,70.540,72.326,75.012,79.788,92.288,7,5.186,92.288
131.800,68.266,69.245,70.499,72.288,74.893,79.761,92.279,7,5.186,92.279
131.900,68.223,69.205,70.461,72.170,74.862,79.737,92.273,7,5.186,92.273
132.000,68.182,69.085,70.423,72.135,74.830,79.714,92.267,7,5.186,92.267
132.100,68.143,69.049,70.388,72.103,74.803,79.693,92.263,7,5.186,92.263
132.200,68.111,69.018,70.360,72.078,74.781,79.588,92.267,7,5.186,92.267
132.300,68.104,69.013,70.356,72.077,74.785,79.689,92.294,7,5.186,92.294
132.400,68.254,69.243,70.509,72.313,75.027,79.852,92.578,7,5.186,92.578
132.500,67.935,68.924,70.193,71.999,74.715,79.543,92.274,7,5.186,92.274
132.600,67.877,68.869,70.138,71.948,74.668,79.504,92.253,7,5.186,92.253
132.700,67.835,68.827,70.100,71.830,74.636,79.479,92.247,7,5.186,92.247
132.800,67.797,68.713,70.067,71.799,74.525,79.460,92.245,7,5.186,92.245
132.900,67.764,68.681,70.037,71.772,74.502,79.445,92.249,7,5.186,92.249
133.000,67.744,68.663,70.020,71.759,74.494,79.443,92.264,7,5.186,92.264
133.100,67.716,68.638,69.998,71.739,74.477,79.433,92.273,7,5.186,92.273
133.200,67.588,68.589,69.870,71.695,74.437,79.401,92.259,7,5.186,92.259
133.300,67.553,68.556,69.840,71.666,74.413,79.384,92.260,7,5.186,92.260
133.400,67.521,68.525,69.811,71.641,74.393,79.371,92.265,7,5.186,92.265
133.500,67.492,68.496,69.785,71.618,74.374,79.360,92.272,7,5.186,92.272
133.600,67.462,68.469,69.760,71.596,74.355,79.259,92.281,7,5.186,92.281
133.700,67.434,68.364,69.735,71.574,74.337,79.248,92.288,7,5.186,92.288
133.800,67.405,68.338,69.711,71.471,74.321,79.239,92.297,7,5.186,92.297
133.900,67.379,68.313,69.689,71.451,74.305,79.231,92.307,7,5.186,92.307
134.000,67.352,68.288,69.666,71.432,74.205,79.222,92.318,7,5.186,92.318
134.100,67.328,68.264,69.565,71.413,74.190,79.216,92.330,7,5.186,92.330
134.200,67.226,68.241,69.544,71.395,74.177,79.209,92.342,7,5.186,92.342
134.300,67.201,68.218,69.524,71.378,74.164,79.204,92.356,7,5.186,92.356
134.400,67.178,68.197,69.504,71.361,74.152,79.199,92.370,7,5.186,92.370
134.500,67.154,68.176,69.485,71.345,74.140,79.195,92.384,7,5.186,92.384
134.600,67.132,68.155,69.467,71.329,74.129,79.192,92.401,7,5.186,92.401
134.700,67.110,68.134,69.449,71.315,74.118,79.188,92.416,7,5.186,92.416
134.800,67.089,68.038,69.431,71.301,74.109,79.186,92.433,7,5.186,92.433
134.900,67.068,68.019,69.415,71.286,74.099,79.184,92.556,7,5.186,92.556
135.000,67.048,68.000,69.398,71.273,74.091,79.183,92.573,7,5.186,92.573
135.100,67.030,67.983,69.384,71.261,74.083,79.184,92.594,7,5.186,92.594
135.200,67.011,67.966,69.370,71.249,74.076,79.184,92.614,7,5.186,92.614
135.300,66.992,67.949,69.355,71.239,74.069,79.186,92.635,7,5.186,92.635
135.400,66.975,67.934,69.341,71.147,74.063,79.187,92.657,7,5.186,92.657
135.500,66.882,67.918,69.328,71.137,74.058,79.191,92.678,7,5.186,92.678
135.600,66.865,67.904,69.316,71.128,74.053,79.193,92.702,7,5.186,92.702
135.700,66.850,67.890,69.225,71.119,74.050,79.198,92.726,7,5.186,92.726
135.800,66.836,67.878,69.216,71.113,74.047,79.204,92.753,7,5.186,92.753
135.900,66.822,67.866,69.206,71.106,74.046,79.210,92.779,7,5.186,92.779
136.000,66.810,67.856,69.198,71.101,74.046,79.219,92.808,7,5.186,92.808
136.100,66.803,67.850,69.196,71.101,74.051,79.231,92.841,7,5.186,92.841
136.200,66.796,67.845,69.193,71.103,74.056,79.244,92.877,7,5.186,92.877
136.300,66.810,67.861,69.210,71.123,74.081,79.277,93.035,7,5.186,93.035
136.400,66.796,67.849,69.200,71.116,74.079,79.284,93.064,7,5.186,93.064
136.500,66.790,67.845,69.199,71.118,74.086,79.300,93.101,7,5.186,93.101
136.600,66.817,67.874,69.230,71.151,74.124,79.437,93.169,7,5.186,93.169
136.700,66.983,67.963,69.400,71.328,74.223,79.544,93.404,7,5.186,93.404
136.800,67.466,68.524,69.884,71.813,74.798,80.137,93.942,7,5.186,93.942
136.900,67.811,68.870,70.232,72.165,75.157,80.508,94.350,7,5.186,94.350
137.000,66.987,67.973,69.418,71.356,74.351,79.612,93.542,7,5.186,93.542
137.100,66.770,67.837,69.206,71.145,74.143,79.500,93.453,7,5.186,93.453
137.200,66.708,67.698,69.148,71.092,74.095,79.462,93.439,7,5.186,93.439
137.300,66.671,67.665,69.117,71.066,74.075,79.361,93.453,7,5.186,93.453
137.400,66.647,67.644,69.100,71.050,74.067,79.362,93.480,7,5.186,93.480
137.500,66.630,67.628,69.087,71.042,74.063,79.370,93.513,7,5.186,93.513
137.600,66.537,67.613,69.075,71.034,74.061,79.378,93.545,7,5.186,93.545
137.700,66.523,67.602,69.066,71.030,74.063,79.481,93.583,7,5.186,93.583
137.800,66.511,67.593,69.061,71.028,74.067,79.494,93.624,7,5.186,93.624
137.900,66.501,67.585,69.056,71.026,74.071,79.510,93.667,7,5.186,93.667
138.000,66.492,67.578,69.052,71.028,74.079,79.527,93.711,7,5.186,93.711
138.100,66.501,67.588,69.065,71.044,74.101,79.561,93.877,7,5.186,93.877
138.200,66.476,67.566,69.046,71.029,74.092,79.562,93.906,7,5.186,93.906
138.300,66.465,67.558,69.042,71.028,74.097,79.577,93.947,7,5.186,93.947
138.400,66.457,67.552,69.037,71.028,74.103,79.593,93.987,6,2.748,79.593
138.500,66.449,67.546,69.034,71.029,74.107,79.607,94.024,6,2.748,79.607
138.600,66.443,67.541,69.032,71.029,74.113,79.621,94.058,6,2.748,79.621
138.700,66.445,67.545,69.038,71.037,74.125,79.640,94.096,6,2.748,79.640
138.800,66.451,67.552,69.046,71.049,74.141,79.661,94.134,6,2.748,79.661
138.900,66.421,67.522,69.019,71.024,74.119,79.647,94.136,6,2.748,79.647
139.000,66.411,67.515,69.013,71.020,74.119,79.653,94.156,6,2.748,79.653
139.100,66.400,67.505,69.005,71.014,74.117,79.656,94.174,6,2.748,79.656
139.200,66.391,67.497,68.920,71.011,74.117,79.662,94.302,6,2.748,79.662
139.300,66.383,67.492,68.917,71.010,74.118,79.670,94.325,6,2.748,79.670
139.400,66.376,67.486,68.913,71.007,74.121,79.678,94.349,6,2.748,79.678
139.500,66.370,67.481,68.910,71.007,74.124,79.688,94.374,6,2.748,79.688
139.600,66.365,67.477,68.908,71.008,74.128,79.699,94.401,6,2.748,79.699
139.700,66.363,67.476,68.908,71.012,74.135,79.712,94.431,6,2.748,79.712
139.800,66.376,67.490,68.925,71.030,74.158,79.740,94.478,6,2.748,79.740
139.900,66.365,67.482,68.918,71.026,74.158,79.748,94.502,6,2.748,79.748
140.000,66.349,67.467,68.905,71.016,74.151,79.749,94.520,6,2.748,79.749
140.100,66.343,67.385,68.902,71.017,74.157,79.761,94.552,6,2.748,79.761
140.200,66.340,67.384,68.904,71.020,74.164,79.777,94.586,6,2.748,79.777
140.300,66.338,67.384,68.906,71.025,74.174,79.794,94.731,6,2.748,79.794
140.400,66.337,67.385,68.908,71.031,74.184,79.812,94.769,6,2.748,79.812
140.500,66.340,67.388,68.914,71.039,74.198,79.833,94.811,6,2.748,79.833
140.600,66.347,67.474,68.926,71.054,74.217,79.951,94.859,6,2.748,79.951
140.700,66.376,67.506,69.038,71.091,74.258,80.000,94.929,6,2.748,80.000
140.800,66.421,67.551,69.085,71.141,74.312,80.063,95.013,6,2.748,80.063
140.900,66.360,67.494,69.031,71.089,74.266,80.026,95.001,6,2.748,80.026
141.000,66.356,67.492,69.031,71.094,74.276,80.045,95.147,6,2.748,80.045
141.100,66.362,67.499,69.042,71.107,74.294,80.073,95.198,6,2.748,80.073
141.200,66.374,67.513,69.058,71.126,74.319,80.106,95.255,6,2.748,80.106
141.300,66.392,67.533,69.081,71.153,74.350,80.146,95.320,6,2.748,80.146
141.400,66.420,67.562,69.112,71.187,74.475,80.196,95.393,6,2.748,80.196
141.500,66.460,67.604,69.155,71.235,74.526,80.348,95.587,6,2.748,80.348
141.600,66.520,67.665,69.219,71.383,74.598,80.430,95.694,6,2.748,80.430
141.700,66.692,67.839,69.397,71.484,74.706,80.547,95.944,6,2.748,80.547
141.800,66.853,68.001,69.561,71.732,74.960,80.817,96.148,6,2.748,80.817
141.900,67.239,68.387,69.948,72.123,75.359,81.231,96.713,6,2.748,81.231
142.000,68.171,69.320,70.883,73.065,76.311,82.208,97.768,6,2.748,82.208
142.100,71.248,72.398,73.966,76.162,79.434,85.389,101.124,6,2.748,85.389
142.200,78.323,79.488,81.080,83.222,86.651,92.735,108.846,7,5.186,108.846
142.300,69.172,70.327,71.899,74.096,77.367,83.314,99.009,6,2.748,83.314
142.400,67.667,68.749,70.405,72.521,75.877,81.816,97.476,6,2.748,81.816
142.500,67.060,68.224,69.805,71.926,75.285,81.225,96.884,6,2.748,81.225
142.600,66.762,67.930,69.516,71.721,75.003,80.951,96.735,6,2.748,80.951
142.700,66.561,67.732,69.399,71.531,74.901,80.863,96.571,6,2.748,80.863
142.800,66.484,67.659,69.251,71.468,74.761,80.822,96.563,6,2.748,80.822
142.900,66.435,67.612,69.210,71.431,74.732,80.807,96.581,6,2.748,80.807
143.000,66.401,67.581,69.183,71.409,74.719,80.806,96.614,6,2.748,80.806
143.100,66.377,67.561,69.166,71.397,74.715,80.815,96.659,6,2.748,80.815
143.200,66.360,67.547,69.157,71.311,74.718,80.833,96.818,6,2.748,80.833
143.300,66.348,67.538,69.151,71.311,74.725,80.852,96.871,6,2.748,80.852
143.400,66.338,67.532,69.148,71.313,74.736,80.875,96.927,6,2.748,80.875
143.500,66.257,67.528,69.148,71.318,74.746,80.900,96.984,6,2.748,80.900
143.600,66.253,67.527,69.151,71.324,74.760,80.924,97.037,6,2.748,80.924
143.700,66.252,67.527,69.154,71.414,74.773,80.948,97.087,6,2.748,80.948
143.800,66.254,67.532,69.161,71.423,74.789,80.972,97.244,6,2.748,80.972
143.900,66.354,67.556,69.187,71.453,74.822,81.014,97.306,6,2.748,81.014
144.000,66.258,67.539,69.172,71.440,74.813,81.011,97.320,6,2.748,81.011
144.100,66.257,67.539,69.173,71.444,74.820,81.024,97.348,6,2.748,81.024
144.200,66.263,67.546,69.183,71.456,74.919,81.044,97.382,6,2.748,81.044
144.300,66.353,67.561,69.198,71.472,74.940,81.070,97.421,6,2.748,81.070
144.400,66.376,67.586,69.224,71.501,74.970,81.198,97.469,6,2.748,81.198
144.500,66.418,67.628,69.268,71.545,75.018,81.249,97.535,6,2.748,81.249
144.600,66.496,67.706,69.346,71.626,75.100,81.337,97.746,6,2.748,81.337
144.700,66.739,67.950,69.591,71.874,75.354,81.601,98.042,6,2.748,81.601
144.800,67.279,68.566,70.208,72.493,75.980,82.244,98.621,6,2.748,82.244
144.900,71.392,72.596,74.238,76.534,80.048,86.378,103.072,6,2.748,86.378
